trail_id,name,state_name,popularity,length,difficulty_rating,visitor_usage,avg_rating
10259353,Clear Creek Trail,Arizona,6.3369,49245.804000000004,7,1.0,4.5
10039514,Desert Ecology Trail,Arizona,6.2729,482.80199999999996,1,2.0,4.0
10013558,New Hance Trail,Arizona,6.1769,20921.42,5,2.0,3.5
10013912,Bright Angel Trail to Tonto Trail,Arizona,5.9577,116838.084,5,3.0,5.0
10272375,Old Jasper Forest Road,Arizona,5.9341,4184.284000000001,1,1.0,4.5
10269962,Wildhorse Trail,Arizona,5.8308,4988.954000000001,3,,4.5
10269284,Tanque Verde Falls Viewpoint,Arizona,5.7938,1126.538,3,1.0,4.0
10259355,Hermit's Rest Viewpoint to Tonto Trail to Bright Angel Trailhead,Arizona,5.7315,34118.008,5,1.0,4.5
10013747,Desert Discovery Nature Trail,Arizona,5.7162,643.736,1,1.0,4.0
10259354,Boucher Trail to Hermit Trail Loop,Arizona,5.7123,32508.667999999998,5,1.0,5.0
10112153,Thunderbird Trail,Arizona,5.6144,6437.36,3,2.0,3.5
10389448,"Rim Trail, South Kaibab and Bright Angel Loop",Arizona,5.5548,34118.008,5,2.0,4.5
10016910,Mather Campground Trail,Arizona,5.4493,3701.482,1,2.0,3.5
10267209,Cactus Wren Trail,Arizona,5.3994,6276.4259999999995,3,2.0,4.0
10259344,Tonto Trail: New Hance Trail to Grandview Point,Arizona,5.3565,25105.703999999998,7,1.0,5.0
10266285,South to North Kalbab Trail,Arizona,5.2788,49728.606,7,3.0,5.0
10297375,Painted Desert Rim Trail to Kachina Point,Arizona,5.2572,1770.274,1,2.0,4.0
10013255,Tusayan Ruin Trail,Arizona,5.2356,482.80199999999996,1,2.0,3.0
10269670,"Scenic, Passey, Packrat Trail Loop",Arizona,5.0684,2735.8779999999997,1,1.0,4.0
10384519,Ribbon Falls from the North Rim via North Kaibob Trail,Arizona,5.0517,27036.912,5,2.0,4.5
10263759,Mica Mountain via Douglas Spring and Cow Head Saddle Trail,Arizona,5.05,40877.236000000004,7,2.0,4.5
10021291,Redington OHV Trail,Arizona,5.0108,39267.896,1,,4.5
10017278,Boucher Trail,Arizona,4.9978,28485.318,7,2.0,5.0
10268598,Hope Camp Coyote Wash and Ruiz Trail Loop,Arizona,4.9944,9334.171999999999,3,1.0,4.5
10235600,Ken Patrick Trail North from Point Imperial,Arizona,4.9845,7885.766,1,2.0,3.0
10398395,Tanque Verde Falls Beach,Arizona,4.8374,1287.472,1,2.0,4.0
10235592,Grand Canyon Bridle Trail,Arizona,4.6675,5149.888,1,2.0,3.5
10306312,Shantz and Mica View Trail,Arizona,4.5595,4184.284000000001,3,2.0,4.5
10259348,Tonto Trail from Grandview Point to South Kaibab Trailhead,Arizona,4.5569999999999995,43774.047999999995,7,1.0,4.0
10347292,Phantom Ranch to Phantom Overlook,Arizona,4.4377,3379.614,3,,4.5
10258670,Monument Point via Bill Hall Trail,Arizona,4.3741,2414.01,1,1.0,4.5
10272332,Martha's Butte,Arizona,4.3654,4345.218,3,2.0,4.5
10041333,Coyote Pass Loop Trail,Arizona,4.3271,9173.238000000001,1,1.0,4.0
10004062,Waldron Trail,Arizona,4.324,7885.766,5,1.0,4.5
10018933,Lava Falls Trail,Arizona,4.2213,4184.284000000001,5,1.0,4.0
10037999,Turkey Creek,Arizona,4.1951,19473.014,5,1.0,4.0
10299272,Cactus Canyon and Gila Monster Loop via Thunderbird Trail,Arizona,4.1854,9656.04,3,2.0,3.5
10111891,Panther Peak Wash - Roadrunner Loop,Arizona,4.1242,6759.228,3,2.0,3.0
10039029,Manning Camp Trail,Arizona,4.0726,24783.836,5,1.0,4.5
10263672,Tanner Trail to Grandview Trail and Grandview Point,Arizona,4.0376,50855.144,7,1.0,5.0
10378554,Blue Hills Loop,Arizona,4.0307,3862.4159999999997,3,1.0,4.5
10327921,Grandview Point to Horseshoe Mesa East Trail,Arizona,4.0154,11748.181999999999,5,3.0,5.0
10304376,Tonto Trail to Monument Creek,Arizona,4.0014,45544.322,5,2.0,4.5
10272356,Martha's Butte Off-Trail Route,Arizona,3.9609,3057.7459999999996,1,1.0,4.0
10311730,Vertical Cliffs Trail to Abington Trail Loop,Arizona,3.9491,6115.491999999999,1,1.0,3.5
10028602,Bajada Loop Drive,Arizona,3.7293,8368.568000000001,1,1.0,3.5
10272764,"Hope Campe, Ruiz Trail, and Coyote Wash Trail",Arizona,3.7194,9012.304,3,2.0,4.5
10307988,Wild Horse to Garwood Dam,Arizona,3.6987,6276.4259999999995,1,2.0,5.0
10111287,Cam-Boh Trail,Arizona,3.4699,7885.766,3,,3.5
10379267,Hermit Trail to Granite Rapids Campground,Arizona,3.2761,35244.546,5,3.0,4.5
10272205,Tanner Beach and Lava Rapids Trail,Arizona,3.2356,31864.932,3,2.0,3.0
10028565,Ken Patrick Trail South from Point Imperial,Arizona,3.2283,15610.598,5,2.0,4.0
10313180,"Shantz, Mesquite, Loma and Cholla Trail Loop",Arizona,3.2165,8207.634,1,2.0,4.0
10265889,"South Kaibab, North Kaibab and Bright Angel Trail",Arizona,3.0396,57614.372,7,2.0,5.0
10236034,Cow Head Saddle Trail,Arizona,2.9406,41842.84,5,2.0,4.5
10347968,Hermit Camp to Monument Creek Camp via Tonto Trail,Arizona,2.8272,10138.841999999999,3,2.0,5.0
10258658,Walhalla Ruins,Arizona,2.7978,160.934,1,2.0,3.0
10022546,Deer Creek to Colorado River,Arizona,2.6804,29450.922000000002,7,1.0,4.5
10267224,Ironwood Forest Picture Rocks Wash Trail,Arizona,2.6464,6276.4259999999995,3,2.0,4.0
10006893,Blue Springs Trail,Arizona,2.6336,27358.78,3,1.0,2.0
10009407,North Bass Trail,Arizona,2.6173,35888.282,7,1.0,4.0
10259364,South Canyon,Arizona,2.5322,17380.872,7,1.0,5.0
10014422,Arizona Trail #36,Arizona,2.4438,27036.912,5,2.0,5.0
10269033,South Bass to Hermits Rest via Tonto West,Arizona,2.443,66465.742,7,1.0,5.0
10348524,Encinas Trail from Ez-Kim-In-Zin Picnic Area,Arizona,2.4255,11748.181999999999,3,2.0,3.5
10268788,Tanner and Beamer Trail,Arizona,2.3848,49567.672,3,2.0,5.0
10268789,Palisades Creek Trail,Arizona,2.3739,36371.084,3,2.0,5.0
10259359,Powell Plateau Trail,Arizona,2.3699,8046.7,3,1.0,5.0
10272462,First Forest Point,Arizona,2.3582,7081.096,3,1.0,3.0
10261755,Valley View and Wild Dog Trails,Arizona,2.33,4345.218,3,2.0,3.0
10394939,"Shantz, Vanover, Loma Verde, Cholla, Cactus Forest Trail Loop",Arizona,2.2593,8207.634,3,2.0,3.5
10007969,Tiyo Point Trail,Arizona,2.2046,32669.602000000003,3,1.0,4.0
10366335,"Hugh Norris, Sendero Esperanza, Dobbie Wash Loop",Arizona,2.005,10299.776,3,,4.0
10453902,Hope Camp to Grass Shack Camp Trail,Arizona,1.8940000000000001,15449.663999999999,7,1.0,4.5
10286475,AZ Trail Segment 37,Arizona,1.8742,35888.282,3,2.0,3.0
10314641,Schmutz Spring,Arizona,1.8441,8851.37,3,2.0,0.0
10421252,Horseshoe Mesa Loop via Grand View Trail,Arizona,1.7209,19633.948,5,1.0,4.0
10483525,Arizona Trail: Savilla Campground to Saguaro National Park,Arizona,1.6602,13196.588,3,,0.0
10427265,Thunder River Trail from Indian Hollow Parking Area,Arizona,1.6019,46188.058,5,2.0,4.5
10258671,North Bass Trail to Muav Cabin,Arizona,1.5627,2414.01,1,1.0,0.0
10456484,"Douglas Spring, Converse, Garwood  and Wildhorse Loop",Arizona,1.0393,5471.755999999999,1,2.0,5.0
10545419,Redington Pass Chiva Falls OHV Loop,Arizona,0.0,32830.536,3,2.0,0.0
10041922,Sunset Trail,Arkansas,12.9365,20921.42,5,2.0,4.0
10235890,West Mountain Trail,Arkansas,12.1636,3057.7459999999996,3,2.0,4.5
10264755,Goat Rock Trail,Arkansas,11.2556,3862.4159999999997,3,2.0,4.5
10264753,Gulpha Gorge Trail,Arkansas,9.7609,1931.2079999999999,3,2.0,4.0
10039426,The Grand Promenade and Side Trails,Arkansas,8.5459,1931.2079999999999,3,2.0,4.0
10007938,Dead Chief Trail,Arkansas,8.1484,4345.218,3,2.0,4.0
10267800,Hot Springs Mountain Trail,Arkansas,7.9948,5310.821999999999,1,1.0,4.0
10017178,Peak Trail,Arkansas,7.7461,2092.1420000000003,1,2.0,3.5
10235889,Sugarloaf Mountain Via Sunset Trail,Arkansas,7.1485,11426.313999999998,3,1.0,4.0
10354929,Goat Rock via Dead Chief Trail,Arkansas,5.4308,2092.1420000000003,3,2.0,4.5
10264248,Grand Promenade,Arkansas,5.3992,1126.538,1,1.0,3.5
10291742,Hot Springs Sunset Trail Full Circle,Arkansas,5.2795,20599.552,7,1.0,4.0
10307591,Sunset Trail: Sugarloaf Mountain Section,Arkansas,5.2031,4667.085999999999,3,1.0,4.0
10308425,Upper Dogwood Trail,Arkansas,3.7307,2253.076,1,2.0,3.5
10367719,Mountaintop Loop,Arkansas,3.3401,2092.1420000000003,1,1.0,4.0
10308451,Lower Dogwood Trail,Arkansas,3.1454,2574.944,1,2.0,3.5
10026910,Vernal and Nevada Falls via the Mist Trail,California,68.1488,10299.776,3,3.0,5.0
10005895,Upper Yosemite Falls Trail,California,53.628,11587.248,7,3.0,5.0
10005585,Half Dome Trail,California,52.5316,23818.232000000004,7,3.0,5.0
10026952,Moro Rock Trail,California,44.1235,643.736,3,3.0,4.5
10011926,Lower Yosemite Falls Trail,California,43.3499,1609.34,1,3.0,4.5
10027503,Clouds Rest Trail via Tenaya Lake,California,38.5795,19794.881999999998,5,3.0,5.0
10010560,Four Mile Trail,California,38.2519,12070.05,7,3.0,5.0
10031426,Sentinel Dome Trail,California,37.5768,3379.614,1,4.0,5.0
10033113,Glacier Point Trail,California,37.4664,965.6039999999999,1,4.0,4.5
10276593,Vernal Falls,California,37.2129,5954.558000000001,3,3.0,5.0
10011170,Ryan Mountain Trail,California,37.0218,4828.02,3,3.0,4.5
10235913,Mirror Lake via Valley Loop Trail,California,34.1675,9012.304,1,4.0,4.0
10026962,Tokopah Falls via Tokopah Valley Trail,California,32.7913,6437.36,3,2.0,4.5
10028848,Lassen Peak,California,32.6439,8207.634,5,3.0,5.0
10031466,Mist Falls Trail,California,31.6191,13035.653999999999,3,3.0,5.0
10006090,"Heather Lake, Emerald Lake, and Pear Lake Trail via Watchtower and Pear Lake Trails",California,31.3838,18990.212,5,3.0,5.0
10031888,Barker Dam Nature Trail,California,30.1796,2896.812,1,3.0,4.5
10235992,General Sherman Tree Trail,California,29.826,1287.472,1,4.0,4.5
10235907,Bridalveil Fall Trail,California,29.4481,804.67,1,3.0,4.5
10027546,Marble Falls Trail,California,28.506999999999998,11909.116000000002,3,3.0,4.5
10035554,Hidden Valley Nature Trail,California,27.9587,1609.34,1,3.0,4.5
10028653,Taft Point and The Fissures,California,27.694000000000003,3701.482,1,3.0,4.5
10033156,Rae Lakes Trail,California,27.000999999999998,66626.67599999999,5,2.0,5.0
10031456,Congress Trail,California,26.8115,5149.888,1,2.0,4.5
10002863,Cathedral Lakes Trail,California,26.3724,13840.323999999999,3,2.0,4.5
10003872,Lost Palms Oasis,California,26.1245,11587.248,3,2.0,4.5
10010871,Vernal and Nevada Falls via the Panorama Trail,California,26.0974,14484.06,5,2.0,5.0
10013977,Condor Gulch Trail to High Peaks Trail Loop,California,25.0432,8690.436,5,3.0,4.5
10019827,Arch Rock Nature Trail,California,24.81,1126.538,1,2.0,4.5
10235908,Columbia Rock Trail,California,24.7999,2092.1420000000003,3,2.0,4.5
10037289,Porcupine Creek Trail to Indian Ridge Natural Arch to North Dome,California,24.4063,16737.136000000002,3,1.0,5.0
10034036,Fortynine Palms Oasis Trail,California,24.2376,4506.152,3,3.0,4.5
10004781,John Muir Trail via Yosemite Valley,California,24.0723,326856.95399999997,5,3.0,4.5
10031887,Lost Horse Mine Loop Trail,California,23.7689,11104.446000000002,3,3.0,4.5
10012390,Mariposa Grove of Giant Sequoias Trail,California,23.5256,9012.304,3,3.0,4.5
10235922,Chilnualna Falls Trail,California,23.3042,12713.786,3,3.0,4.5
10006688,Badwater Basin Salt Flats Trail,California,23.0844,2896.812,1,3.0,4.5
10293225,Sentinel Dome and Taft Point Loop,California,22.7858,8207.634,3,3.0,5.0
10298575,Nevada Falls,California,22.0603,8690.436,5,3.0,5.0
10274952,Tall Trees Grove Loop Trail,California,21.9301,5310.821999999999,3,2.0,4.5
10023775,Skull Rock Nature Trail,California,21.7608,2735.8779999999997,1,3.0,4.0
10014345,Clouds Rest Trail from Yosemite Valley,California,21.5626,28968.12,5,3.0,5.0
10033137,General Grant Loop Trail,California,21.276999999999997,804.67,1,2.0,4.5
10013813,El Capitan Trail (historical),California,21.0807,21726.09,5,2.0,4.5
10040340,Alta Peak Trail,California,20.9358,23979.166,7,2.0,4.5
10259802,Mineral King to Eagle Lake Trail,California,20.7941,10460.71,3,3.0,5.0
10235993,Big Trees Trail,California,20.6906,2092.1420000000003,1,3.0,4.5
10026955,Giant Forest Loop Trail,California,20.6381,11265.38,1,1.0,5.0
10028648,Wapama Falls Trail,California,20.256,7402.964,3,2.0,4.5
10236017,Mesquite Flat Sand Dunes Trail,California,20.2433,4506.152,1,1.0,4.5
10235899,Cholla Cactus Garden Nature Trail,California,20.2298,321.868,1,1.0,4.0
10236155,Kings Creek Falls Trail,California,19.9753,4345.218,3,2.0,4.5
10261348,Yosemite Point,California,19.9437,13679.39,5,1.0,5.0
10026896,Tuolumne Grove Trail,California,19.7137,5149.888,3,2.0,4.0
10242664,Crystal Cave Trail,California,19.6895,1287.472,3,2.0,4.5
10037534,Lady Bird Johnson Grove Trail,California,19.4001,2092.1420000000003,1,3.0,4.5
10036246,Heather Lake via Watchtower Trail,California,19.3999,13035.653999999999,3,2.0,4.5
10029986,Cinder Cone Nature Trail,California,19.1894,7724.831999999999,5,2.0,5.0
10032060,Mount Dana Summit Trail,California,19.0574,11265.38,5,2.0,5.0
10029819,Zumwalt Meadow And Roaring River Falls,California,19.0297,6437.36,1,1.0,4.5
10035907,Old Pinnacles Trail Loop,California,18.9167,15288.73,3,3.0,4.5
10031884,Willow Hole Trail,California,18.8592,10943.511999999999,3,2.0,4.5
10007086,High Sierra Trail: Crescent Meadow to Whitney Portal,California,18.839000000000002,94951.06,5,3.0,5.0
10041400,Paradise Valley Trail,California,18.814,27519.714,3,2.0,5.0
10111782,Mount Hoffman Trail,California,18.7667,9012.304,5,2.0,5.0
10004744,Twin Lakes Trail,California,18.685,21082.354,5,2.0,4.5
10033119,Tenaya Lake Trail,California,18.544,5471.755999999999,1,2.0,4.5
10027108,Brokeoff Mountain Trail,California,18.4314,12230.983999999999,5,1.0,5.0
10034011,Zabriskie Point,California,18.3978,643.736,1,2.0,4.5
10028494,Mastodon Peak Loop Trail,California,18.2913,3862.4159999999997,1,2.0,4.5
10026938,Redwood Canyon Sugar Bowl Trail,California,18.2809,17541.806,3,2.0,4.5
10026957,Crescent and Log Meadows Trail,California,18.2791,2896.812,1,2.0,4.5
10258341,Bear Gulch Day Use Area to Reservoir via Rim Trail,California,18.2277,2896.812,3,2.0,4.5
10252968,Split Rock Loop Trail,California,18.0666,3057.7459999999996,1,2.0,4.5
10235919,Sentinel Meadow Cook's Meadow Loop Trail,California,18.0573,3540.548,1,3.0,4.5
10111890,Black Rock Canyon to Panorama Loop Trail,California,17.7647,10299.776,3,2.0,4.5
10034225,Mineral King to Little Five Lakes Trail,California,17.7092,44578.718,5,2.0,4.5
10235927,Illilouette Falls Trail,California,17.689,7885.766,3,2.0,4.5
10027315,Dante's View Trail,California,17.5667,2574.944,1,2.0,4.5
10027540,Big Baldy Ridge Trail,California,17.4117,8851.37,3,1.0,4.5
10031434,Tuolumne Meadows to Glen Aulin High Sierra Camp,California,17.3657,19473.014,3,2.0,4.5
10033216,Telescope Peak Trail,California,17.1872,19312.08,5,1.0,4.5
10036262,Mount Langley,California,16.8261,33796.14,5,2.0,4.5
10032041,Hetch Hetchy Trail to Rancheria Falls,California,16.6842,18185.542,5,2.0,4.5
10243572,Valley Floor Loop Trail,California,16.6784,32347.734,1,3.0,4.5
10011461,Golden Canyon Trail to Red Cathedral,California,16.6571,4667.085999999999,3,3.0,4.5
10006763,Lembert Dome Loop,California,16.6277,5954.558000000001,3,3.0,4.5
10016234,Little Baldy Trail,California,16.524,5310.821999999999,3,2.0,5.0
10235911,Inspiration Point Trail,California,16.4319,3701.482,3,1.0,4.5
10013938,High Peaks Trail,California,16.1903,10138.841999999999,7,3.0,4.5
10273406,Mirror Lake from Shuttle Stop 17,California,16.0151,3701.482,1,2.0,4.0
10039812,Ten Lakes Trail,California,15.968,19955.816000000003,5,2.0,4.5
10259118,Hanging Rock Trail,California,15.8916,804.67,1,1.0,4.5
