Year,State,Park,ParkVisitorCount,ParkPctChange,StateVisitorCount,StatePctChange
2010,Pennsylvania,Valley Forge NHP,"1,617,511",11.61%,"8,970,475",0.95%
2010,Puerto Rico,San Juan NHS,"1,105,252",3.33%,"1,105,252",3.33%
2010,Rhode Island,Roger Williams NMEM,"51,559",2.31%,"51,559",2.31%
2010,South Carolina,Charles Pinckney NHS,"44,081",1.46%,"1,529,172",1.63%
2010,South Carolina,Congaree NP,"121,208",-1.43%,"1,529,172",1.63%
2010,South Carolina,Cowpens NB,"226,868",1.10%,"1,529,172",1.63%
2010,South Carolina,Fort Sumter and Fort Moultrie NHP,"797,713",1.54%,"1,529,172",1.63%
2010,South Carolina,Kings Mountain NMP,"275,555",-0.73%,"1,529,172",1.63%
2010,South Carolina,Ninety Six NHS,"63,747",25.76%,"1,529,172",1.63%
2010,South Dakota,Badlands NP,"977,778",4.70%,"4,199,267",1.56%
2010,South Dakota,Jewel Cave NM,"103,462",-20.17%,"4,199,267",1.56%
2010,South Dakota,Minuteman Missile NHS,"42,348",15.15%,"4,199,267",1.56%
2010,South Dakota,Missouri NRR,"167,301",-10.20%,"4,199,267",1.56%
2010,South Dakota,Mount Rushmore NMEM,"2,331,237",3.14%,"4,199,267",1.56%
2010,South Dakota,Wind Cave NP,"577,141",-1.82%,"4,199,267",1.56%
2010,Tennessee,Andrew Johnson NHS,"60,323",-4.70%,"7,898,557",-2.03%
2010,Tennessee,Big South Fork NRRA,"387,261",-4.42%,"7,898,557",-2.03%
2010,Tennessee,Chickamauga & Chattanooga NMP,"495,951",-0.06%,"7,898,557",-2.03%
2010,Tennessee,Fort Donelson NB,"202,210",-0.61%,"7,898,557",-2.03%
2010,Tennessee,Great Smoky Mountains NP,"5,299,581",-0.29%,"7,898,557",-2.03%
2010,Tennessee,Natchez Trace PKWY,"768,424",-0.39%,"7,898,557",-2.03%
2010,Tennessee,Obed W&SR,"180,203",-15.37%,"7,898,557",-2.03%
2010,Tennessee,Shiloh NMP,"317,046",-21.55%,"7,898,557",-2.03%
2010,Tennessee,Stones River NB,"187,559",-1.26%,"7,898,557",-2.03%
2010,Texas,Alibates Flint Quarries NM,"4,350",49.07%,"5,495,156",-20.80%
2010,Texas,Amistad NRA,"1,574,322",-38.84%,"5,495,156",-20.80%
2010,Texas,Big Bend NP,"372,330",2.32%,"5,495,156",-20.80%
2010,Texas,Big Thicket NPRES,"140,489",39.78%,"5,495,156",-20.80%
2010,Texas,Chamizal NMEM,"226,535",4.95%,"5,495,156",-20.80%
2010,Texas,Fort Davis NHS,"43,280",-15.08%,"5,495,156",-20.80%
2010,Texas,Guadalupe Mountains NP,"192,210",-3.35%,"5,495,156",-20.80%
2010,Texas,Lake Meredith NRA,"883,586",-18.24%,"5,495,156",-20.80%
2010,Texas,Lyndon B. Johnson NHP,"112,680",14.72%,"5,495,156",-20.80%
2010,Texas,Padre Island NS,"612,716",-4.59%,"5,495,156",-20.80%
2010,Texas,Palo Alto Battlefield NHP,"26,865",-35.42%,"5,495,156",-20.80%
2010,Texas,Rio Grande W&SR,"1,103",16.47%,"5,495,156",-20.80%
2010,Texas,San Antonio Missions NHP,"1,304,690",-16.78%,"5,495,156",-20.80%
2010,Utah,Arches NP,"1,014,405",1.82%,"8,975,525",2.51%
2010,Utah,Bryce Canyon NP,"1,285,492",5.68%,"8,975,525",2.51%
2010,Utah,Canyonlands NP,"435,908",-0.08%,"8,975,525",2.51%
